case,patch_index,patch_kind,target_prompt,action,real_change_rate,predicted_change_rate,change_direction_cosine,relative_target_nmse
HCC_10020116_20180118.nii.gz,0,context,human liver,correct_action,0.2850370705127716,0.3384053707122803,0.9751119017601013,0.007643895223736763
HCC_10020116_20180118.nii.gz,0,context,human liver,wrong_spleen,0.2850370705127716,0.09333093464374542,0.26715362071990967,0.07568734884262085
HCC_10020116_20180118.nii.gz,0,context,human liver,wrong_left_kidney,0.2850370705127716,0.2030297964811325,0.9257234334945679,0.015310905873775482
HCC_10020116_20180118.nii.gz,0,context,human liver,wrong_right_kidney,0.2850370705127716,0.2448323369026184,0.7912437915802002,0.030730582773685455
HCC_10020116_20180118.nii.gz,0,context,hepatic organ,source_identity,0.4147869050502777,0.0,,0.1718468815088272
HCC_10020116_20180118.nii.gz,0,context,hepatic organ,correct_action,0.4147869050502777,0.44560977816581726,0.9792423844337463,0.008613374084234238
HCC_10020116_20180118.nii.gz,0,context,hepatic organ,wrong_spleen,0.4147869050502777,0.09333093464374542,0.23709841072559357,0.16221150755882263
HCC_10020116_20180118.nii.gz,0,context,hepatic organ,wrong_left_kidney,0.4147869050502777,0.2030297964811325,0.8624666929244995,0.06792599707841873
HCC_10020116_20180118.nii.gz,0,context,hepatic organ,wrong_right_kidney,0.4147869050502777,0.2448323369026184,0.9380647540092468,0.0414154939353466
HCC_10020116_20180118.nii.gz,1,context,the liver,source_identity,0.0982382670044899,0.0,,0.00965080875903368
HCC_10020116_20180118.nii.gz,1,context,the liver,correct_action,0.0982382670044899,0.1012788861989975,0.9727166295051575,0.0005521586281247437
HCC_10020116_20180118.nii.gz,1,context,the liver,wrong_spleen,0.0982382670044899,0.08967559039592743,0.9216089844703674,0.0014545097947120667
HCC_10020116_20180118.nii.gz,1,context,the liver,wrong_left_kidney,0.0982382670044899,0.10026749968528748,0.5500600337982178,0.008868077769875526
HCC_10020116_20180118.nii.gz,1,context,the liver,wrong_right_kidney,0.0982382670044899,0.11763123422861099,0.5220040678977966,0.011423483490943909
HCC_10020116_20180118.nii.gz,1,context,human liver,source_identity,0.18707497417926788,0.0,,0.03499623388051987
HCC_10020116_20180118.nii.gz,1,context,human liver,correct_action,0.18707497417926788,0.1924634575843811,0.9864749312400818,0.0010029433760792017
HCC_10020116_20180118.nii.gz,1,context,human liver,wrong_spleen,0.18707497417926788,0.08967559039592743,0.28055810928344727,0.03362466022372246
HCC_10020116_20180118.nii.gz,1,context,human liver,wrong_left_kidney,0.18707497417926788,0.10026749968528748,0.7768183350563049,0.01590784825384617
HCC_10020116_20180118.nii.gz,1,context,human liver,wrong_right_kidney,0.18707497417926788,0.11763123422861099,0.39388296008110046,0.03149795904755592
HCC_10020116_20180118.nii.gz,1,context,hepatic organ,source_identity,0.22351287305355072,0.0,,0.04995734244585037
HCC_10020116_20180118.nii.gz,1,context,hepatic organ,correct_action,0.22351287305355072,0.2302245944738388,0.9854298233985901,0.0015445394674316049
HCC_10020116_20180118.nii.gz,1,context,hepatic organ,wrong_spleen,0.22351287305355072,0.08967559039592743,0.2038232386112213,0.049828335642814636
HCC_10020116_20180118.nii.gz,1,context,hepatic organ,wrong_left_kidney,0.22351287305355072,0.10026749968528748,0.5170863270759583,0.036834169179201126
HCC_10020116_20180118.nii.gz,1,context,hepatic organ,wrong_right_kidney,0.22351287305355072,0.11763123422861099,0.7426816821098328,0.02474146895110607
HCC_10020116_20180118.nii.gz,2,foreground,the liver,source_identity,0.10506193339824677,0.0,,0.011038089171051979
HCC_10020116_20180118.nii.gz,2,foreground,the liver,correct_action,0.10506193339824677,0.10312335938215256,0.9750876426696777,0.0005435799830593169
HCC_10020116_20180118.nii.gz,2,foreground,the liver,wrong_spleen,0.10506193339824677,0.09037868678569794,0.947437584400177,0.0012138057500123978
HCC_10020116_20180118.nii.gz,2,foreground,the liver,wrong_left_kidney,0.10506193339824677,0.09475404024124146,0.6317753791809082,0.00743769109249115
HCC_10020116_20180118.nii.gz,2,foreground,the liver,wrong_right_kidney,0.10506193339824677,0.1123156026005745,0.5772218108177185,0.010030332952737808
HCC_10020116_20180118.nii.gz,2,foreground,human liver,source_identity,0.1917300671339035,0.0,,0.03676098212599754
HCC_10020116_20180118.nii.gz,2,foreground,human liver,correct_action,0.1917300671339035,0.18822474777698517,0.9825936555862427,0.0012686351547017694
HCC_10020116_20180118.nii.gz,2,foreground,human liver,wrong_spleen,0.1917300671339035,0.09037868678569794,0.25186967849731445,0.036200325936079025
HCC_10020116_20180118.nii.gz,2,foreground,human liver,wrong_left_kidney,0.1917300671339035,0.09475404024124146,0.752305269241333,0.01840447075664997
HCC_10020116_20180118.nii.gz,2,foreground,human liver,wrong_right_kidney,0.1917300671339035,0.1123156026005745,0.3420548439025879,0.034643933176994324
HCC_10020116_20180118.nii.gz,2,foreground,hepatic organ,source_identity,0.2397596687078476,0.0,,0.05748352035880089
HCC_10020116_20180118.nii.gz,2,foreground,hepatic organ,correct_action,0.2397596687078476,0.23839227855205536,0.9888478517532349,0.001276683178730309
HCC_10020116_20180118.nii.gz,2,foreground,hepatic organ,wrong_spleen,0.2397596687078476,0.09037868678569794,0.1476351022720337,0.059253524988889694
HCC_10020116_20180118.nii.gz,2,foreground,hepatic organ,wrong_left_kidney,0.2397596687078476,0.09475404024124146,0.4581870436668396,0.04564372077584267
HCC_10020116_20180118.nii.gz,2,foreground,hepatic organ,wrong_right_kidney,0.2397596687078476,0.1123156026005745,0.7079104781150818,0.03197254240512848
HCC_10020116_20180118.nii.gz,3,foreground,the liver,source_identity,0.09929031133651733,0.0,,0.00985878985375166
HCC_10020116_20180118.nii.gz,3,foreground,the liver,correct_action,0.09929031133651733,0.10226774215698242,0.9736892580986023,0.0005432079778984189
HCC_10020116_20180118.nii.gz,3,foreground,the liver,wrong_spleen,0.09929031133651733,0.08895065635442734,0.9549839496612549,0.0009020874858833849
HCC_10020116_20180118.nii.gz,3,foreground,the liver,wrong_left_kidney,0.09929031133651733,0.08952727168798447,0.6714774370193481,0.005936051718890667
HCC_10020116_20180118.nii.gz,3,foreground,the liver,wrong_right_kidney,0.09929031133651733,0.10490284115076065,0.6194928884506226,0.007958280853927135
HCC_10020116_20180118.nii.gz,3,foreground,human liver,source_identity,0.18306078016757965,0.0,,0.03351137042045593
HCC_10020116_20180118.nii.gz,3,foreground,human liver,correct_action,0.18306078016757965,0.17944364249706268,0.9824308156967163,0.0011673558037728071
HCC_10020116_20180118.nii.gz,3,foreground,human liver,wrong_spleen,0.18306078016757965,0.08895065635442734,0.2258371114730835,0.03406881168484688
HCC_10020116_20180118.nii.gz,3,foreground,human liver,wrong_left_kidney,0.18306078016757965,0.08952727168798447,0.729513943195343,0.017614539712667465
HCC_10020116_20180118.nii.gz,3,foreground,human liver,wrong_right_kidney,0.18306078016757965,0.10490284115076065,0.32011884450912476,0.03222110867500305
HCC_10020116_20180118.nii.gz,3,foreground,hepatic organ,source_identity,0.22840286791324615,0.0,,0.0521664172410965
HCC_10020116_20180118.nii.gz,3,foreground,hepatic organ,correct_action,0.22840286791324615,0.22966675460338593,0.9878434538841248,0.0012769363820552826
HCC_10020116_20180118.nii.gz,3,foreground,hepatic organ,wrong_spleen,0.22840286791324615,0.08895065635442734,0.12237417697906494,0.05510609969496727
HCC_10020116_20180118.nii.gz,3,foreground,hepatic organ,wrong_left_kidney,0.22840286791324615,0.08952727168798447,0.4489481449127197,0.041821397840976715
HCC_10020116_20180118.nii.gz,3,foreground,hepatic organ,wrong_right_kidney,0.22840286791324615,0.10490284115076065,0.6814604997634888,0.03051588498055935
